Pyrenean Shepherd	1
Pythagorean theorem	2
Qisas	11
Quartet	1
Questia Online Library	12
Qwant	12
R-Drive Image	3
R/K selection theory	10
RAS syndrome	1
RC2	7
RC4	7
RC5	7
RC6	7
RMJM	12
ROT13	7
RPG Maker	3
RPM Package Manager	3
RSA algorithm	7
Rabi crops	13
Racial profiling	11
Radio astronomy	2
Radioisotope thermoelectric generator	6
Radioresistance	4
Radius	2
Ragdoll Productions	12
Random	0
Range (biology)	10
Rangeland	13
Ratification	11
Rave	12
Reactivity (chemistry)	4
Reactivity series	4
Really Simple Syndication	3
Reasonable doubt	11
Rechtsstaat	11
Recloser	6
Recognition	0
Recrystallisation	4
Red mercury	4
Reducing agent	4
Reduction (chemistry)	4
Regional internet registry	12
Regional lockout	3
Registration	11
Regression (psychology)	0
Reincarnation research	0
Relative atomic mass	4
Relaxation	0
Religious law	11
Renaissance art	9
Repeal	11
Repertoire	1
Replacement child	0
Rerun	12
Residue (chemistry)	4
Resilience	0
Revenge porn	12
Reverse DNS lookup	3
Rhetoric	1
Rhizobia	10
Rhythm guitar	1
Rhythm section	1
Riemann sphere	2
Right ascension	2
Right to a fair trial	11
Rijndael key schedule	7
Ripple (payment protocol)	8
Risk and Safety Statements	11
Rival Lovers	0
Rlogin	3
Robe	14
Robinhood (company)	8
Robot lawyer	11
Rock art	9
Rock art of the Iberian Mediterranean Basin	9
Rock flour	13
Rococo	9
Roman law	11
Romanticism	9
Root server	3
Rorschach test	0
Rose garden	13
Rotary evaporator	4
Rotation	2
Rotor (electric)	6
Rotunda (architecture)	9
Round of drinks	8
Roundup (herbicide)	12
Router	3
Royal Astronomical Society	12
Royal Birmingham Society of Artists	9
Royal Thai General System of Transcription	1
Royal charter	11
Rule	11
Rule of law	11
Russian architecture	9
Ryanair Flight 4978	5
SCP Foundation	12
SHA hash functions	7
SOCKS	3
SP-network	7
SSH file transfer protocol	7
Saab	5
Sabena Flight Academy	5
Sacred architecture	9
Sage	0
Sagittarius Window Eclipsing Extrasolar Planet Search	2
Salon (meeting)	9
Salwar kameez	14
Sam Hill (euphemism)	0
Sami literature	1
Samizdat	9
Sanctuary city	11
Sand castle	9
Santos-Dumont 14-bis	5
Sari (clothing)	14
Saturation (chemistry)	4
Saturn Award	9
Scalable Hosting	12
Scale model	2
Scarecrow	13
Schopenhauer Society	9
Sclerophyll	10
Scots law	11
Scriptio continua	1
Sea grass	10
Search engine optimization	3
Second Alcibiades	1
Second language	1
Second moment of area	2
Secret sharing	7
Section sign	2
Secure channel	7
Security interest	8
Selective Service System	11
Selectivity (electronic)	6
Self-denial	0
Self-disorder	0
Self-esteem	0
Self-injury	0
Self-portrait	9
Semantic Web	3
Semi-aquatic	10
Semiotics	1
Semisolid	4
Semivowel	1
Sensation	0
Separately managed account	8
Separation process	4
Seriatim	11
Sericulture	13
Series and parallel circuits	6
Serpent (cipher)	7
Server	3
Server log	3
Sexual abuse	0
Shape of the universe	2
Share (finance)	8
Sharecropping	13
Shared secret	7
Shareholder	8
Shareware	3
Shchusev State Museum of Architecture	9
Sheet music	1
Shifting cultivation	13
Shill	8
Shit happens	0
Short (finance)	8
Short circuit	6
Side	2
Sight	2
Silhouette	9
Silliness	0
Similarity (geometry)	2
Simply connected space	2
Sirach	1
Site of Special Scientific Interest	10
SketchUp	3
Skew lines	2
Skidmore, Owings & Merrill	12
Skin effect	6
Skirt	14
Slash-and-burn	13
Sleepwalking	0
Sleeve	14
Sliding door	3
Smart casual	14
Smart grid	6
Snapchat	3
Social Investment	8
Social cohesion	0
Social contract	11
Social engineering (security)	0
Social isolation	0
Social work	0
Society for Worldwide Interbank Financial Telecommunication	8
Sociocultural theory	0
Sock puppet (internet)	3
Sodomy	11
Soft Metal Music	4
Software	3
Software agent	3
Software as a service	3
Software bug	3
Software development	3
Software piracy	3
Software release life cycle	3
Software testing	3
Soil	10
Soil erosion	13
Solar calendar	2
Solar cell	6
Solar mass	2
Solar radius	2
Solar time	2
Solar year	2
Solicitor general	11
Solid geometry	2
Solid-state chemistry	4
Soliloquy	1
Solo (music)	1
Solubility	4
Solution	4
Solvation	4
Solvent	4
Solvent extraction	4
Song rhythm tracks	1
Sonic boom	5
Sound City Studios	12
Sound check	1
Sound of...	12
Source code	3
South African braille	1
Spache Readability Formula	1
Spanish alphabet	1
Special effect	9
Spectral line	2
Spectrograph	1
Spectrum of a ring	2
Speculation	8
Speculation tax	11
Speech disorder	1
SpeechWeb	3
Speed limit	11
Speed reading	1
Spelling bee	1
Sphere packing	2
Spherical geometry	2
Spoken language	1
Sport psychology	0
Square (cipher)	7
Squaring the circle	2
St. Elmo's fire	6
Stable	13
Stained glass	9
Stall (flight)	8
Standard state	4
Standard temperature and pressure	4
Standardized test	11
Standing (law)	11
Stanford prison experiment	0
Star chart	2
Static electricity	6
Station-to-Station protocol	7
Stator	6
Statute	11
Statute of Kilkenny	11
Statute of limitations	11
Statutory rape	11
Steam (service)	3
Stele	9
Stellar (payment protocol)	8
Stereoisomerism	4
Steven Universe	12
Stick figure	9
Stile	13
Still life	9
Stimulant	0
Stimulus (psychology)	0
Stoa	9
Stock	8
Stockholm syndrome	0
Stocking	14
Stoichiometry	4
Stone slab	9
Stonemasonry	9
Strap	14
Stream cipher	7
Stream of consciousness	0
Stream of consciousness writing	0
Streaming media	3
Street art	9
Strelka Institute for Media, Architecture and Design	9
Strict construction	11
Strict scrutiny	11
Structural isomer	4
Structure	2
Structured settlement	8
Strč prst skrz krk	1
Student debt	8
Studio	9
Studio 8H	12
StyleTap	3
Subdomain	3
Sublimation	4
Subliminal stimuli	0
Subsidiarity	11
Subsistence farming	13
Subsolar point	2
Substitution box	7
Substitution cipher	7
Substitution-permutation network	7
Suda	9
Sui iuris	11
Suicide	0
Sulfite	4
Sulphate	4
Sulphide	4
Superbase	4
Superiority bias	0
Superman suit	14
Supersaturation	4
Supervillain	0
Supramolecular chemistry	4
Suprematism	9
Surcoat	14
Surface area to volume ratio	2
Surface runoff	13
Surfactant	4
Surrogacy	11
Surveying	2
Suspect	11
Suspension (chemistry)	4
Suspension of disbelief	0
Sutton Hoo	9
Sweatshop	14
Switchgear	6
Symmetric-key algorithm	7
Symmetry	2
Synaptic Package Manager	3
Syncopation	1
Syndicated	12
Syngas	4
Syntax highlighting	1
System of Rice Intensification	13
System requirements	3
TD Ameritrade	8
TV Guide (magazine)	12
Tailor	14
Tailstrike	5
Takeoff	5
Talent	9
Tangent (geometry)	2
Tap changer	6
Task manager	3
Tatnet	3
Tax deduction	8
Tax evasion	11
TeamViewer	3
Technical drawing	9
Tel Aviv Bauhaus Center	12
Telegram (software)	3
Television	12
Television City	12
Telnet	3
Temperament	0
Templer architecture	9
Tenant farming	13
Tensor	2
Terrace (agriculture)	13
Terrace farming	13
Test case (law)	11
Testimony	11
Tetraoxygen	4
Text grammar	1
Text to speech	1
Textual criticism	1
Tharon	1
Thatching	13
The Art of Worldly Wisdom: A Pocket Oracle	9
The Assault on Truth: Freud's Suppression of the Seduction Theory	0
The Best of Rock za Hrvatsku	9
The Blank Slate	0
The Freecycle Network	12
The Land of Gorch	12
The Shadows No. 2	12
The Spirit of the Laws	11
The Truman Show delusion	0
The quick brown fox jumps over the lazy dog	1
Theobromine	4
Theorema egregium	2
Theoretical chemistry	4
Theory of multiple intelligences	0
Thermal decomposition	4
Thermite	4
Thesaurus	1
Thougal Jagoi	9
Threat	0
Three-body problem	2
Three-phase electric power	6
Tiffany lamp	9
Tights	14
Tillage	13
Tokusatsu	9
Tomason	9
Tone	1
Topological space	2
Topology	2
Tor (software)	3
Traction motor	6
Trait theory	0
Trance	0
Transformation	2
Transformer	6
Translation	1
Translation (geometry)	2
Translator	1
Transliteration	1
Transmutation	4
Transonic	1
Transport Layer Security	7
Transposition (music)	1
Travel website	3
TraxWeekly	12
Treasury	8
Tree line	10
Trench coat	14
Trial and error	0
Trial in absentia	11
Trialware	3
Triangle center	2
Triclinic	2
Trier of fact	11
Triple DES	7
Triple point	4
Triptych	9
Triskaidekaphobia	0
Trolley problem	0
Trophallaxis	10
Trophic state index	10
Tropical climate	10
True name	1
Truncated differential cryptanalysis	7
Trust law	8
Trusted third party	7
Tuckman's stages of group development	12
Tuition payments	8
Tuning fork	1
Turbojet	5
Tuxedo	14
Twofish	7
Typographical error	1
UBS	8
US Airways Flight 1549	5
Ubuntu Studio	3
Ultra	7
Unicode	1
Uniform Resource Identifier	3
Uniform Resource Locator	3
Uninterruptible power supply	6
Union Carbide	4
Union List of Artist Names	9
Union of Azerbaijani Writers	9
Unit load device	6
United States Statutes at Large	11
Universal indicator	4
Upland and lowland	10
Urchin barren	10
Uses and gratifications theory	0
Utility frequency	6
V-chip	12
VMware ThinApp	3
VSCO	12
VSEPR theory	4
Value judgement	11
Van de Graaff Generator	6
Van der Waals radius	2
Vanishing point	2
Variable-frequency drive	6
Variation	10
Vegetation	10
Vehicle registration plate	11
Vehicle registration plates of Lithuania	12
Verismo	9
Vertex	2
Vertex figure	2
Vest	14
Victim blaming	0
Vigilantism	11
Vijayanagara architecture	9
Villa	9
Villain	0
Vineyard	13
Vintage clothing	14
Virtual community	3
Virtual private network	3
Virtuoso	1
Visual poetry	9
Vitruvian Man	9
Voice of America Persian News Network	12
Voice-over	1
Volatiles	4
Volatility	8
Voltage	6
Voltage regulation	6
Voltage spike	6
Voltammetry	6
Vomitorium	9
Vomitoxin	13
Voting	11
Voxel art	9
Voyeurism	0
Wage theft	11
Waistline (clothing)	14
Waits	1
Wallace Line	10
Warranty	11
Warsaw Convention	11
Water gardens	13
Water turbine	6
Watermelon stereotype	0
Watershed (television)	12
Weak key	7
Weathering	13
Web accessibility	3
Web application	3
Web hosting service	3
Web portal	3
Web resource	3
Web services	3
Webcam	3
Webcast	3
Weber-Fechner law	0
Webmail	3
Webpage	3
Wedding officiant	11
Wellington boot	14
Wernicke's area	1
Wet chemistry	4
WhatsApp	3
White City of Tel Aviv	12
WiFi Map	12
Wide area network	3
Wiki	3
Wild man	9
Wildfire	10
Wildlife	10
Wildlife management	10
Wind chimes	1
Windows Task Manager	3
Wingspan	5
Wireless Application Protocol	3
Wit	1
Witenagemot	1
Word of mouth	1
Word salad	1
WordPress	3
Works of Rambhadracharya	9
World Architecture Festival	9
World IPv6 Day	12
World Wide Web Consortium	12
Write Anywhere File Layout	3
Wrongful death claim	11
X Window System	3
X-Forwarded-For	3
X-ray astronomy	2
X-ray crystallography	4
XSL attack	7
XSP (software)	3
Xerophile	10
Yacouba Sawadogo	13
Year of the Rabbit (TV series)	12
Yellow-dog contract	11
Yemenite architecture	9
Yield	8
Yield (chemistry)	4
Yuzu (emulator)	3
Zaiger's Genetics	12
Zaï	13
Zeeboids	12
Zero tolerance	11
Zero-coupon bond	8
Zero-knowledge proof	7
Zipper	3
Zombie bank	8
ZoneAlarm	3
Zopto	12
Zugangserschwerungsgesetz	12
